ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
9485,10,16,19,21,22,24,25,25,26,27,28,29,30,30,32,33,34,35,35,36,38
9486,1310,1236,1183,1168,1187,1205,1208,1199,1182,1172,1168,1187,1204,1204,1202,1186,1173,1180,1187,1207,1213
9487,61,55,49,47,46,47,48,48,46,45,44,44,45,46,46,44,43,42,42,43,44
9488,17,18,20,21,21,20,20,20,20,20,21,21,20,20,20,20,20,20,20,20,19
9489,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
9490,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9491,1,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6
9492,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
9493,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
9494,1,2,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6
9495,0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
9496,1,3,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8
9497,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
9498,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
9499,6,16,21,24,25,26,28,29,30,32,33,34,35,36,37,39,40,42,43,44,45
9500,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
9501,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9502,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
9503,4,7,9,10,10,11,11,11,12,12,13,13,13,14,14,15,15,15,16,16,17
9504,3,6,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,19
9505,35,85,115,129,137,144,152,157,164,173,178,185,188,194,204,211,218,226,232,239,247
9506,168,199,217,229,239,252,263,267,270,277,281,291,298,306,316,321,325,334,341,352,363
9507,328,327,315,316,327,345,360,363,360,360,360,372,385,396,405,404,401,408,415,432,446
9508,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
9509,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9510,1,4,5,5,6,6,6,7,7,7,7,8,8,8,9,9,9,9,10,10,10
9511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9512,3,7,10,11,11,12,13,13,14,15,15,15,16,16,17,18,18,19,19,20,21
9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9515,17,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17
9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9517,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9519,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
9520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9521,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9525,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12
9526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9528,63,57,51,49,49,50,50,50,49,47,46,46,47,48,47,46,45,44,44,45,45
9529,1,2,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7
9530,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0
9541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9544,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9545,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9547,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9549,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9553,77,90,101,105,107,107,107,108,110,113,114,115,115,114,116,118,120,122,123,124,124
9554,2,5,6,7,8,8,9,9,9,10,10,10,11,11,11,12,12,13,13,13,14
9555,122,117,110,108,110,112,114,114,113,111,110,112,114,116,116,115,113,113,114,117,118
9556,1,2,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6
9557,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
9558,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
9559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9561,3,7,9,10,11,11,12,12,13,14,14,14,15,15,16,17,17,18,18,19,19
9562,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9569,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9571,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
9572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9574,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9575,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9576,1,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,8
9577,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9578,15,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,11,10
9579,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9582,16,13,10,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,8
9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9584,1,2,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7
9585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9589,6,15,20,23,24,25,27,28,29,31,31,33,33,34,36,37,39,40,41,42,44
9590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9591,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9594,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9598,21,19,17,17,17,17,17,17,17,17,16,16,17,17,17,17,16,16,16,17,17
9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9609,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3
9610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9614,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
9615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9617,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
9618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9619,18,15,12,11,11,12,12,12,12,11,11,11,12,12,12,12,11,11,11,11,12
9620,41,35,30,27,28,28,29,29,28,27,26,26,27,28,28,27,25,25,25,26,27
9621,16,13,9,8,8,8,8,8,8,7,7,7,7,8,8,7,7,6,6,7,7
9622,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9623,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9625,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9626,14,13,13,13,13,13,13,13,13,12,12,13,13,12,12,12,12,12,12,12,12
9627,21,24,26,27,27,26,26,26,26,27,27,26,26,26,26,26,26,26,26,26,25
9628,76,67,56,52,52,53,55,55,53,51,49,49,51,52,52,50,48,46,46,48,49
9629,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9631,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9632,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5
9633,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5
9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9635,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2
9636,15,12,8,7,7,8,8,8,7,7,6,6,7,7,7,7,6,6,6,6,7
9637,104,91,75,69,70,73,75,75,73,69,67,68,71,73,73,71,68,66,66,69,71
9638,88,77,65,61,60,60,61,60,58,56,54,54,54,55,55,53,51,49,49,50,50
9639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9640,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9641,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
9642,7,14,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,37,38,40
9643,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9645,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9649,14,13,12,12,12,12,12,12,12,12,11,12,12,12,12,12,11,11,11,11,11
9650,5,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3
9651,477,382,309,288,290,298,304,293,275,260,254,260,272,277,270,253,239,233,239,250,256
9652,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
9653,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
9654,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9655,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
9656,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
9657,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
9658,7,6,5,4,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,5
9659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9660,6,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3
9661,13,11,8,8,8,8,8,8,8,8,7,7,8,8,8,8,7,7,7,8,8
9662,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9663,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9665,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9666,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9687,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9690,12,29,39,44,46,49,51,53,56,59,60,62,64,66,69,71,74,77,78,81,84
9691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9694,1,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6
9695,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
9696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9697,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9698,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9706,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9707,118,109,97,93,95,98,101,102,99,97,95,97,100,103,104,102,99,98,99,103,106
9708,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
9709,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12
9710,16,15,14,14,14,14,14,14,14,14,13,13,14,14,14,13,13,13,13,13,13
9711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9712,3,8,11,13,14,14,15,16,16,17,18,18,19,19,20,21,22,23,23,24,25
9713,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
9714,9,22,29,33,35,37,39,40,42,45,46,47,48,50,52,54,56,58,60,62,64
9715,1,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6
9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9719,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5
9720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9723,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9724,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9725,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9726,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
9727,6,6,5,5,5,5,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6
9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9729,13,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10
9730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9731,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9732,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,10,10,10,9
9733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9734,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9735,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
9736,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9737,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9738,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
9739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9740,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9742,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9743,29,26,24,24,24,24,24,23,23,22,22,22,23,23,22,22,21,21,21,21,21
9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9745,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9747,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9748,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9750,7,5,6,6,6,6,6,5,5,5,5,6,6,5,5,5,5,5,5,5,5
9751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9753,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0
9754,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9757,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
9758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9766,7,5,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
9767,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
9768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9773,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9774,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9776,6,6,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4
9777,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3
9778,10,10,9,9,9,9,9,9,9,9,8,8,9,9,9,8,8,8,8,8,8
9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9780,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
9781,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9782,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9785,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
9786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9788,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
9789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
